SMILES,alpha
COCCNc1cc(C(=O)O)nc2c(-c3ccc(O)cc3)nc(N3CCOCC3)nc12,1
COCCOc1cc(C(=O)O)nc2c(-c3ccc(O)cc3)nc(N3CCOCC3)nc12,0
O=C(O)c1cc(NCCO)c2nc(N3CCOCC3)nc(-c3ccc(O)cc3)c2n1,1
O=C(O)c1ccc2nc(N3CCOCC3)nc(-c3ccc(O)cc3)c2n1,1
O=C(O)c1cc(Cl)c2nc(N3CCOCC3)nc(-c3cccc(O)c3)c2n1,1
COCCN(C)c1cc(C(=O)O)nc2c(-c3cccc(O)c3)nc(N3CCOCC3)nc12,1
COCCOc1cc(C(=O)O)nc2c(-c3cccc(O)c3)nc(N3CCOCC3)nc12,1
O=C(O)c1cc(NCCO)c2nc(N3CCOCC3)nc(-c3cccc(O)c3)c2n1,1
COc1ccccc1-c1cc(C(=O)O)nc2c(-c3cccc(O)c3)nc(N3CCOCC3)nc12,1
COCCN(C)c1cc(C(=O)O)nc2c(-c3cc(O)cc(F)c3)nc(N3CCOCC3)nc12,1
COCCOc1cc(C(=O)O)nc2c(-c3cc(O)cc(F)c3)nc(N3CCOCC3)nc12,1
O=C(O)c1cc(NCCO)c2nc(N3CCOCC3)nc(-c3cc(O)cc(F)c3)c2n1,1
CN(C)c1cc(C(=O)O)nc2c(-c3cccc4[nH]ccc34)nc(N3CCOCC3)nc12,1
CNc1cc(C(=O)O)nc2c(-c3cccc4[nH]ccc34)nc(N3CCOCC3)nc12,1
COCCNc1cc(C(=O)O)nc2c(-c3cccc4[nH]ccc34)nc(N3CCOCC3)nc12,1
CN(CCO)c1cc(C(=O)O)nc2c(-c3cccc4[nH]ccc34)nc(N3CCOCC3)nc12,1
COCCN(C)c1cc(C(=O)O)nc2c(-c3ccc4[nH]ccc4c3)nc(N3CCOCC3)nc12,1
COCCN(C)c1cc(C(=O)O)nc2c(-c3ccc(CO)cc3)nc(N3CCOCC3)nc12,1
CN(C)c1cc(C(=O)O)nc2c(-c3cccc(CO)c3)nc(N3CCOCC3)nc12,1
CN(CCO)c1cc(C(=O)O)nc2c(-c3cccc(CO)c3)nc(N3CCOCC3)nc12,1
COCc1cccc(-c2nc(N3CCOCC3)nc3c(N(C)C)cc(C(=O)O)nc23)c1,0
COCCNc1cc(C(=O)O)nc2c(-c3cccc(COC)c3)nc(N3CCOCC3)nc12,0
COCc1cccc(-c2nc(N3CCOCC3)nc3c(N(C)CCO)cc(C(=O)O)nc23)c1,0
COCc1cccc(-c2nc(N3CCOCC3)nc3c(NCCO)cc(C(=O)O)nc23)c1,0
CN(C)c1cc(C(=O)O)nc2c(-c3cc(F)ccc3O)nc(N3CCOCC3)nc12,1
CNc1cc(C(=O)O)nc2c(-c3cc(F)ccc3O)nc(N3CCOCC3)nc12,1
COCCNc1cc(C(=O)O)nc2c(-c3cc(F)ccc3O)nc(N3CCOCC3)nc12,1
CN(C)CCN(C)c1cc(C(=O)O)nc2c(-c3cc(F)ccc3O)nc(N3CCOCC3)nc12,1
COCCN(C)c1cc(C(=O)O)nc2c(-c3cccc(F)c3O)nc(N3CCOCC3)nc12,1
CN(C)c1cc(C(=O)O)nc2c(-c3cccc(F)c3O)nc(N3CCOCC3)nc12,1
CNc1cc(C(=O)O)nc2c(-c3cccc(F)c3O)nc(N3CCOCC3)nc12,1
COCCNc1cc(C(=O)O)nc2c(-c3cccc(F)c3O)nc(N3CCOCC3)nc12,1
CN(CCO)c1cc(C(=O)O)nc2c(-c3cccc(F)c3O)nc(N3CCOCC3)nc12,1
O=C(O)c1cc(NCCO)c2nc(N3CCOCC3)nc(-c3cccc(F)c3O)c2n1,1
CS(=O)(=O)c1cc(C(=O)O)nc2c(-c3cccc(F)c3O)nc(N3CCOCC3)nc12,1
CNc1cc(C(=O)O)nc2c(-c3cccc(O)c3)nc(N3CCOCC3)nc12,1
O=C(O)c1ccc2nc(N3CCOCC3)nc(-c3cccc(O)c3)c2n1,1
CN(C)c1cc(C(=O)O)nc2c(-c3ccccc3O)nc(N3CCOCC3)nc12,1
CN(C)CCN(C)c1cc(C(=O)O)nc2c(-c3ccccc3O)nc(N3CCOCC3)nc12,1
O=C(O)c1cc(NCCO)c2nc(N3CCOCC3)nc(-c3ccccc3O)c2n1,1
CS(=O)(=O)c1cc(C(=O)O)nc2c(-c3ccc(O)c(F)c3)nc(N3CCOCC3)nc12,1
COCCNc1cc(C(=O)O)nc2c(-c3ccc(CO)cc3)nc(N3CCOCC3)nc12,1
COCCN(C)c1cc(C(=O)O)nc2c(-c3cccc(CO)c3)nc(N3CCOCC3)nc12,1
O=C(O)c1cc(NCCO)c2nc(N3CCOCC3)nc(-c3cccc(CO)c3)c2n1,1
CN(C)c1cc(C(=O)O)nc2c(-c3ccc(F)c(CO)c3)nc(N3CCOCC3)nc12,1
CN(CCO)c1cc(C(=O)O)nc2c(-c3ccc(F)c(CO)c3)nc(N3CCOCC3)nc12,1
COCCN(C)c1cc(C(=O)O)nc2c(-c3ccc(F)cc3O)nc(N3CCOCC3)nc12,1
CN(C)c1cc(C(=O)O)nc2c(-c3ccc(F)cc3O)nc(N3CCOCC3)nc12,1
CNc1cc(C(=O)O)nc2c(-c3ccc(F)cc3O)nc(N3CCOCC3)nc12,1
COCCNc1cc(C(=O)O)nc2c(-c3ccc(F)cc3O)nc(N3CCOCC3)nc12,1
CS(=O)(=O)c1cc(C(=O)O)nc2c(-c3cc(F)ccc3O)nc(N3CCOCC3)nc12,1
CS(=O)(=O)c1cc(C(=O)O)nc2c(-c3cc(O)cc(F)c3)nc(N3CCOCC3)nc12,1
CN(C)CCN(C)c1cc(C(=O)O)nc2c(-c3cccc4[nH]ccc34)nc(N3CCOCC3)nc12,1
Cc1cc(O)ccc1-c1nc(N2CCOCC2)nc2c(N(C)CCO)cc(C(=O)O)nc12,1
CN(CCO)c1cc(C(=O)O)nc2c(-c3ccc(F)cc3O)nc(N3CCOCC3)nc12,1
CC(=O)N1CCN(c2cc(C(=O)O)nc3c(-c4cccc(O)c4)nc(N4CCOCC4)nc23)CC1,1
CS(=O)(=O)N1CCN(c2cc(C(=O)O)nc3c(-c4cccc(O)c4)nc(N4CCOCC4)nc23)CC1,1
Cc1cc(C(=O)O)nc2c(-c3cccc(O)c3)nc(N3CCOCC3)nc12,1
O=C(O)c1cc(-c2cccc3ccccc23)c2nc(N3CCOCC3)nc(-c3cccc(O)c3)c2n1,1
O=C(O)c1cc(Cl)c2nc(N3CCOCC3)nc(-c3ccccc3)c2n1,1
COCCN(C)c1cc(C(=O)O)nc2c(-c3cc(F)cc(F)c3)nc(N3CCOCC3)nc12,0
CN(C)c1cc(C(=O)O)nc2c(-c3cccc(C#N)c3)nc(N3CCOCC3)nc12,0
CS(=O)(=O)N1CCN(c2cc(C(=O)O)nc3c(-c4ccccc4)nc(N4CCOCC4)nc23)CC1,1
Cc1ncnc(N2CCOC(C)(C)C2)c1C#Cc1ccc(N)nc1,1
COCCN1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1
Cc1ncnc(N2CC[S+]([O-])CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCOCC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCN(C3CC3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCCOCC2)c1C#Cc1ccc(N)nc1,1
CC(=O)N1CCCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1
Cc1ncnc(N2CCN(C)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2C[C@@H](C)O[C@@H](C)C2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCNC(=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(C(C)(C)O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(O)(C3CCCCC3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC(CC(C)(C)O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(CC(C)(C)O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(C=C(C)C)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(O)(c3ccccc3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(O)(Cc3ccccc3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(CCO)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(O)(C(F)(F)F)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCCC(NC(C)=O)C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(NC(C)=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC3(CC2)OCCO3)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(C)(O)CC2)c1C#Cc1ccc(N)nc1,1
CC(=O)NC1CCCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)C1,1
CC(=O)NC1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1
Cc1ncnc(N2CCC3(CC2)OCCO3)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC(O)(c3ccccc3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC(O)(Cc3ccccc3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(CCO)CC2)c1C#Cc1ccc(C)nc1,1
Cc1ncnc(N2CCC(CCO)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(O)(C(F)(F)F)CC2)c1C#Cc1ccc(C)nc1,1
Cc1ncnc(N2CCC(O)(C(F)(F)F)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(O)(CC)CC2)c1C#Cc1ccc(C)nc1,1
CCc1ncnc(N2CCC(O)(CC)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(O)(C(C)C)CC2)c1C#Cc1ccc(C)nc1,1
CCC1(O)CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1
CCc1ncnc(N2CCC(OCCOC)CC2)c1C#Cc1ccc(N)nc1,1
COC1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1
CCc1ncnc(N2CCC(COC)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C(C)=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(C(F)(F)F)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(F)(F)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(S(C)(=O)=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(OC)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(CO)CC2)c1C#Cc1ccc(N)nc1,1
CCOC1CCN(c2ncnc(CC)c2C#Cc2ccc(N)nc2)CC1,1
CCc1ncnc(N2CCC(O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCCC(CO)C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCOC(C)(C)C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C3CC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CC[S+]([O-])CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCS(=O)(=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCNC(=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(CCOC)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C)CC2)c1C#Cc1ccc(N)nc1,0
CCc1ncnc(N2CCOCC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCCC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(C)(OC)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC3(CC2)OCCCO3)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC3(CC2)OCCCO3)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(O)(C(C)C)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(O)C(C)C2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC(=O)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC(O)(C(C)C)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC(O)C(C)C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(OC)CC2)c1C#Cc1ccc(C)nc1,1
CCOC1CCN(c2ncnc(CC)c2C#Cc2ccc(C)nc2)CC1,1
CCc1ncnc(N2CCC(O)CC2)c1C#Cc1ccc(C)nc1,1
CCc1ncnc(N2CCCC(CO)C2)c1C#Cc1ccc(C)nc1,1
CCc1ncnc(N2CCC(CO)CC2)c1C#Cc1ccc(C)nc1,1
CCc1ncnc(N2CCC(C)(O)CC2)c1C#Cc1ccc(C)nc1,1
Cc1ncnc(N2CCC(O)(C3CCCCC3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC3(CCN(C)C3=O)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCn3c(C)cnc3C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC3(CCN(C)C3=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCn3c(C)cnc3C2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCN(CC(C)(C)O)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC3(CCN(C)CC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(CC(C)(C)O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC3(CC2)CC(=O)NC(=O)C3)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC3(CCN(C)CC3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC3(CCNC3=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC3(CCNC3=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC(OC)CC2)c1C#Cc1ccc(NC)nc1,1
CCc1ncnc(N2CCC(O)CC2)c1C#Cc1ccc(NC)nc1,1
Cc1ncnc(N2CCC(CC(=O)N(C)C)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC(CC(=O)N3CCN(C)CC3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC(CC(=O)N(C)CCN(C)C)CC2)c1C#Cc1ccc(N)nc1,0
COCCNC(=O)CC1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1
CCNC(=O)CC1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1
Cc1ncnc(N2CCC(CC(=O)N3CCOCC3)CC2)c1C#Cc1ccc(N)nc1,1
CCN(C)C(=O)CC1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1
Cc1ncnc(N2CCC(CC(=O)NCCN(C)C)CC2)c1C#Cc1ccc(N)nc1,1
CC(=O)NCC1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1
CCCCCC(=O)NCC1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1
Cc1ncnc(N2CCC(CNC(=O)CC3CCCC3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC(CNC(=O)CN(C)C)CC2)c1C#Cc1ccc(N)nc1,1
COCCC(=O)NCC1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1
Cc1ncnc(N2CCC(CNC(=O)C3CCCCC3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCC(CNC(=O)CC(C)C)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C(=O)NC)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C(=O)c3ccccn3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C(=O)CC#N)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C(=O)C3CC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C(=O)c3ccccc3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C(=O)OC)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C(=O)c3ccco3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCN(C(=O)C3CCC3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ncnc(N2CCN(C(=O)c3ccno3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1ccc(C(=O)N2CCN(c3ncnc(C)c3C#Cc3ccc(N)nc3)CC2)o1,1
CCc1ncnc(N2CCC3(CCN(C(C)=O)CC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC3(CCN(C(=O)COC)CC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC3(CCN(C(=O)NC)CC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCCCC2)c1C#Cc1ccc(NC)nc1,1
CCc1ncnc(N2CCc3ncccc3C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC3(CCCCC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCNC(=O)C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C(C)C)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCC3(CC2)COC3)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCn3c(COC)nnc3C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(CCN3CCOCC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C3CCN(C)CC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCc3ncncc3C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C3CCOCC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C)C(=O)C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(CCNS(C)(=O)=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(CCCS(C)(=O)=O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C(=O)N3CCOCC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCc3ccccc3C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCc3cc(OC)c(OC)cc3C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(c3ccccc3C(F)(F)F)CC2)c1C#Cc1ccc(N)nc1,0
CCc1ncnc(N2CCN(CC(C)O)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(c3ccccn3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(c3ccncc3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(c3cccnc3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(c3ccccc3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(c3ncccn3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(C3COC3)CC2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCc3c(ncnc3N3CCOCC3)C2)c1C#Cc1ccc(N)nc1,1
CCc1ncnc(N2CCN(Cc3nc(C)c(C)o3)CC2)c1C#Cc1ccc(N)nc1,1
Cc1nc(N)nc2c1cc(-c1cnc(N)cn1)c(=O)n2C1CCCC1,1
CNc1nc(C)c2cc(-c3cnc(N)c(OC[C@H](C)N)n3)c(=O)n(C3CCCC3)c2n1,1
CNc1nc(C)c2cc(-c3ccc(O)c(OC)c3)c(=O)n(C3CCCC3)c2n1,1
C=CCn1c(=O)c(-c2ccc(OC)nc2)cc2c(C)nc(NC)nc21,1
Cc1nc(N)nc2c1cc(-c1ccc(Cl)nc1)c(=O)n2C1CCCC1,1
CNc1nc(C)c2cc(-c3cnc4[nH]ccc4c3)c(=O)n(C3CCCC3)c2n1,1
CCNc1nc(C)c2cc(CCC(N)=O)c(=O)n(C3CCCC3)c2n1,0
CCNc1nc(C)c2cc(CCC(=O)Nc3ncc[nH]3)c(=O)n(C3CCCC3)c2n1,1
CNc1nc(C)c2cc(-c3cn[nH]c3)c(=O)n(C3CCCC3)c2n1,1
Cc1nc(N)nc2c1cc(-c1cccnc1N)c(=O)n2C1CCCC1,0
COc1ncccc1-c1cc2c(C)nc(N)nc2n(C2CCCC2)c1=O,1
Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2C1CCCC1,1
CNc1nc(C)c2cc(-c3cccnc3OC)c(=O)n(C3CCCC3)c2n1,1
CCNc1nc(C)c2cc(-c3cccnc3N)c(=O)n(C3CCCC3)c2n1,0
CNc1nc(C)c2cc(-c3ncccc3F)c(=O)n(C3CCCC3)c2n1,0
CCNc1nc(C)c2cc(-c3cnc4[nH]ccc4c3)c(=O)n(C3CCCC3)c2n1,1
CCNc1nc(C)c2cc(-c3ccc(O)c(OC)c3)c(=O)n(C3CCCC3)c2n1,1
COc1cc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)ccc1O,1
CNc1nc(C)c2cc(-c3ccc(Cl)nc3)c(=O)n(C3CCCC3)c2n1,1
CCNc1nc(C)c2cc(-c3ccc(OC)nc3)c(=O)n(C3CCCC3)c2n1,1
CNc1nc(C)c2cc(-c3ccc(OC)nc3)c(=O)n(C3CCCC3)c2n1,1
CCOC(=O)c1cccc(-c2cc3c(C)nc(NC)nc3n(C3CCCC3)c2=O)c1,0
CCNc1nc(C)c2cc(-c3cccc(OC)c3)c(=O)n(C3CCCC3)c2n1,1
CNc1nc(C)c2cc(-c3cccc(OC)c3)c(=O)n(C3CCCC3)c2n1,1
CCNc1nc(C)c2cc(-c3cccc(O)c3)c(=O)n(C3CCCC3)c2n1,1
COc1cccc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)c1,1
CNc1nc(C)c2cc(-c3cccc(O)c3)c(=O)n(C3CCCC3)c2n1,1
Cc1nc(N)nc2c1cc(-c1cnn(C)c1)c(=O)n2[C@H]1CC[C@H](O)CC1,1
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@@H]3CC[C@H](O)C3)c2=O)cn1,1
Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2[C@H]1CC[C@H](O)CC1,1
Cc1nc(N)nc2c1cc(Br)c(=O)n2[C@H]1CC[C@H](O)CC1,1
Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2[C@H]1CC[C@H](O)CC1,1
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@@H]3CC[C@@H](O)C3)c2=O)cn1,1
Cc1nc(N)nc2c1cc(Br)c(=O)n2[C@@H]1CC[C@H](O)C1,1
Cc1nc(N)nc2c1cc(-c1cnn(C)c1)c(=O)n2[C@@H]1CC[C@H](O)C1,1
Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2[C@@H]1CC[C@H](O)C1,1
Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2[C@@H]1CC[C@H](O)C1,1
Cc1nc(N)nc2c1cc(-c1cnn(C)c1)c(=O)n2[C@@H]1CC[C@@H](O)C1,1
Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2[C@@H]1CC[C@@H](O)C1,1
Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2[C@@H]1CC[C@@H](O)C1,1
Cc1nc(N)nc2c1cc(Br)c(=O)n2CC(C)(C)O,1
Cc1nc(N)nc2c1cc(Br)c(=O)n2[C@H]1CC[C@@H](O)CC1,1
COc1ccc(-c2cc3c(C)nc(N)nc3n(CC(C)(C)O)c2=O)cn1,1
Cc1nc(N)nc2c1cc(-c1ccc(F)cc1)c(=O)n2CC(C)(C)O,0
Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2[C@H]1CC[C@@H](O)CC1,1
Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2CC(C)(C)O,1
Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2CC(C)(C)O,1
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](O)CC3)c2=O)cn1,1
COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCC(=O)CC3)c2=O)cn1,1
Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CCC(=O)CC1,1
COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](O)CC3)c2=O)cc1F,1
CO[C@H]1CC[C@H](n2c(=O)c(Br)cc3c(C)nc(N)nc32)CC1,1
COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OC)CC3)c2=O)cc1F,1
Cc1nc(N)nc2c1cc(-c1ccc(N(C)C)nc1)c(=O)n2[C@H]1CC[C@@H](O)CC1,1
CO[C@H]1CC[C@H](n2c(=O)c(-c3ccc(N(C)C)nc3)cc3c(C)nc(N)nc32)CC1,1
CO[C@H]1CC[C@H](n2c(=O)c(-c3cn[nH]c3)cc3c(C)nc(N)nc32)CC1,1
Cc1nc(N)nc2c1cc(Br)c(=O)n2C1CCC(=O)CC1,1
Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CCC(C)(O)CC1,1
CO[C@H]1CC[C@H](n2c(=O)c(-c3cc[nH]n3)cc3c(C)nc(N)nc32)CC1,1
Cc1nc(N)nc2c1cc(-c1ccc(OC(C)C)nc1)c(=O)n2[C@H]1CC[C@H](O)CC1,1
CCOc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](O)CC3)c2=O)cn1,1
Cc1nc(N)nc2c1cc(-c1ccc(C#N)nc1)c(=O)n2[C@H]1CC[C@H](O)CC1,1
COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](O)CC3)c2=O)cc1F,1
Cc1nc(N)nc2c1cc(-c1ccc(N(C)C)nc1)c(=O)n2[C@H]1CC[C@H](O)CC1,1
COc1ccc(-c2cc3c(C)nc(N)nc3n(N3CCCC3)c2=O)cn1,1
COc1ncc(-c2cc3c(C)nc(N)nc3n(N3CCCC3)c2=O)cc1F,1
Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2CC(F)(F)F,1
COc1ccc(-c2cc3c(C)nc(N)nc3n(CC(F)(F)F)c2=O)cn1,1
Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CCOCC1,1
COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCOCC3)c2=O)cn1,1
Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2C1CCOCC1,1
Cc1nc(N)nc2c1cc(Br)c(=O)n2C1CCOC1,1
Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CCOC1,1
COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCOC3)c2=O)cn1,1
