SMILES,alpha
O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3[nH]2)[nH]1,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1,0
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CS(=O)(=O)C3)cc1,1
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CS(=O)(=O)CC3)cc1,0
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)S(=O)(=O)CCC3)cc1,0
CCNC(=O)Nc1ccc(-c2nc3c(c(N4C[C@H]5CC[C@@H](C4)O5)n2)CS(=O)(=O)CC3)cc1,0
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@H]4C)n2)CS(=O)(=O)C3)cc1,0
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CS(=O)(=O)C3)cc1,0
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@H]4C)n2)CS(=O)(=O)CC3)cc1,0
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CS(=O)(=O)CC3)cc1,0
CC(=O)Nc1nc(C)c(-c2ccc(S(N)(=O)=O)cc2)s1,1
CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)cc2)s1,1
CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(Cl)c2)s1,1
CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(Br)c2)s1,1
CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(F)c2)s1,1
CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(C#N)c2)s1,1
CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(C(F)(F)F)c2)s1,1
CC(=O)Nc1nc(C)c(-c2ccc(-n3cccn3)cc2)s1,1
CC(=O)Nc1nc(C)c(-c2ccc(C(C)=O)cc2)s1,1
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccc(S(C)(=O)=O)cc1,1
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccc(S(C)(=O)=O)c(F)c1,1
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccc(S(C)(=O)=O)c(C(F)(F)F)c1,1
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccc(-n2cccn2)cc1,1
Cc1cc(NC(=O)CCNC(=O)Nc2nc(C)c(-c3ccc(S(C)(=O)=O)c(F)c3)s2)no1,1
Cc1cc(NC(=O)CCNC(=O)Nc2nc(C)c(-c3ccc(-n4cccn4)cc3)s2)no1,1
Cc1nc(NC(=O)NCCC(=O)OC(C)(C)C)sc1-c1ccc(S(C)(=O)=O)c(F)c1,0
CC(=O)c1ccc(-c2sc(NC(=O)NCCC(=O)NC(C)(C)C)nc2C)cc1,0
CCn1nnc(CCNC(=O)Nc2nc(C)c(-c3ccc(S(C)(=O)=O)c(F)c3)s2)n1,0
NC(=O)[C@@H]1CCCN1C(=O)Nc1nc2ccc(-c3cnc(N)c(C(F)(F)F)c3)cc2s1,1
Cc1c(Cl)cccc1Cn1c(N)nc(=O)c2sc(N3CCOCC3)nc21,1
Cc1c(Cl)cccc1Cn1c(SCC(=O)O)nc(=O)c2sc(N3CCOCC3)nc21,1
CSc1nc(=O)c2sc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1C,0
Cc1c(Cl)cccc1Cn1c(S)nc(=O)c2sc(N3CCOCC3)nc21,0
COc1nc(=O)c2sc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1C,0
Cc1c(Cl)cccc1Cn1c(=O)[nH]c(=O)c2sc(N3CCOCC3)nc21,0
Cc1c(Cl)cccc1Cn1c(CO)nc(=O)c2sc(N3CCOCC3)nc21,1
Cc1c(Cn2c(CN)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,0
Cc1c(Cn2c(CO)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,1
Cc1c(Cn2c(Cc3ccccc3)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,0
Cc1c(Cn2c(-c3ccccc3)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,0
Cc1c(Cn2c(C3CC3)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,0
CCc1nc(=O)c2sc(N3CCOCC3)nc2n1Cc1cccc(C(F)(F)F)c1C,0
Cc1c(Cl)cccc1Cn1c(C)nc(=O)c2sc(N3CCOCC3)nc21,0
Cc1c(Cn2c(C)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,0
Cc1c(Cl)cccc1Cn1cnc(=O)c2sc(N3CCOCC3)nc21,0
Cc1c(Cn2cnc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,0
O=c1ncn(Cc2cccc(Cl)c2Cl)c2nc(N3CCOCC3)sc12,1
O=c1ncn(Cc2cccc(Cl)c2)c2nc(N3CCOCC3)sc12,0
O=c1ncn(Cc2ccsc2Cl)c2nc(N3CCOCC3)sc12,0
O=c1ncn(Cc2ccccc2Cl)c2nc(N3CCOCC3)sc12,0
O=c1ncn(CCc2ccccc2)c2nc(N3CCOCC3)sc12,0
CC(c1ccccc1)n1cnc(=O)c2sc(N3CCOCC3)nc21,0
Cc1ccccc1Cn1cnc(=O)c2sc(N3CCOCC3)nc21,0
O=c1ncn(Cc2ccccc2)c2nc(N3CCOCC3)sc12,0
CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,1
CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4C(F)(F)F)nc(N4CCOCC4)c3n2)CC1,1
C[C@@H]1CN(S(C)(=O)=O)C[C@H](C)N1Cc1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,1
C[C@H]1CN(Cc2cn3cc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CCN1S(C)(=O)=O,1
CN(C)CC(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,1
CCS(=O)(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,1
CS(=O)(=O)N1CCN(Cc2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)cn3c2Br)CC1,1
Cc1c(CN2CCN(S(C)(=O)=O)CC2)nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)cn12,1
CS(=O)(=O)N1CCN(Cc2cn3c(Cl)c(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,1
Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1ccc([N+](=O)[O-])cc1,0
Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1cccc([N+](=O)[O-])c1,0
Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1ccc(C#N)cc1,0
Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1cccc(C#N)c1,1
COc1ccc(Cn2c3ccc(Br)cc3c3c(C)n[nH]c(=O)c32)cc1,0
COc1cccc(Cn2c3ccc(Br)cc3c3c(C)n[nH]c(=O)c32)c1,0
COc1ccc(-c2cccc(S(=O)(=O)N3CCN(c4nccnc4-c4ccc(OC)cc4)CC3)c2)cc1,1
CNC(=O)c1nc(-c2cccc(-c3nnn[nH]3)c2)cnc1N,1
COc1ccc(-c2nccnc2N2CCN(S(=O)(=O)c3cccc(-c4cnc(N)nc4)c3)CC2)cc1,1
CC(C)c1ccc(-c2nccnc2N2CCN(S(=O)(=O)c3cccc(-c4cnc(N)nc4)c3)CC2)cc1,1
CC(C)c1ccc(-c2ncccc2N2CCN(S(=O)(=O)c3cccc(-c4cnc(N)nc4)c3)CC2)cc1,1
CNC(=O)c1nc(-c2cccc(C(F)(F)F)c2)cnc1N,0
CNC(=O)c1nc(-c2cccc(S(=O)(=O)Nc3ccccc3)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)NC)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(N)(=O)=O)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)NCC(F)(F)F)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(OC)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N,0
CNC(=O)c1nc(-c2ccc(F)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N,1
CNC(=O)c1nc(-c2cnc(N)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N,1
CNC(=O)c1nc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)cnc1N,0
CNC(=O)c1nc(-c2cccc(NS(=O)(=O)c3cccc(Cl)c3)c2)cnc1N,0
CNC(=O)c1nc(-c2ccc(Cl)c(NS(=O)(=O)c3cccc(Cl)c3)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(C)c3)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(OC)c3)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(Cl)c3)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccccc3Cl)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(Cl)cc3)c2)cnc1N,1
CNC(=O)c1nc(-c2cccc(S(=O)(=O)Nc3cccc(Cl)c3)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(F)cc3Cl)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3Cl)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(Cl)cc3Cl)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(Cl)c3Cl)c2)cnc1N,1
CNC(=O)c1nc(-c2cccc(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,0
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3C)c2)cnc1N,1
Nc1cnc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cn1,0
Nc1ncc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cn1,0
COc1nc(N)ncc1-c1ccc(Cl)c(S(=O)(=O)Nc2cccc(F)c2F)c1,1
Nc1ncc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)c(OCC(F)(F)F)n1,1
Nc1cccc(-c2cnc3[nH]cc(-c4ccncc4)c3c2)c1,0
Nc1cccc(-c2cnc3[nH]cc(-c4cccnc4)c3c2)c1,0
N#Cc1cccc(-c2cnc3[nH]cc(-c4cccc(N)c4)c3c2)c1,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1F,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(F)c1,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)cc1,0
Cc1ccccc1NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,0
Cc1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(Cl)cc1,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(Cl)c1,0
COc1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(Br)c1,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(F)c1,0
Cc1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)ccc1F,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(Cl)c1,0
COc1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)ccc1F,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(Br)c1,0
COC(=O)c1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)ccc1F,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c([N+](=O)[O-])c1,0
Cn1c(CC(=O)Nc2ccccc2)nc(N2CCOCC2)cc1=O,0
Cn1c(CC(=O)Nc2ccc(F)cc2)nc(N2CCOCC2)cc1=O,0
Cn1c(CC(=O)Nc2ccc(F)c(F)c2)nc(N2CCOCC2)cc1=O,0
Cn1c(CC(=O)Nc2ccc(F)c(Br)c2)nc(N2CCOCC2)cc1=O,0
COc1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)n2C)ccc1F,0
Cn1c(CC(=O)Nc2ccc(F)c(Cl)c2)nc(N2CCOCC2)cc1=O,0
O=c1nc(N2CCOCC2)cc(NCc2cccc3ccccc23)[nH]1,0
c1ccc(CNc2cc(N3CCOCC3)ncn2)cc1,0
NCc1nc(NCc2ccccc2)cc(N2CCOCC2)n1,0
Nc1nc(NCc2ccccc2)cc(N2CCOCC2)n1,0
O=c1nc(N2CCOCC2)cc(NCc2ccccc2)[nH]1,0
O=c1cc(NCc2ccccc2)nc(N2CCOCC2)[nH]1,0
COC(=O)c1cc(NCc2ccccc2)nc(N2CCOCC2)c1,0
C[C@@H](Nc1cc(N2CCOCC2)nc(=O)[nH]1)c1cccc2ccccc12,0
O=c1cc(NCc2ccccc2)[nH]c(N2CCOCC2)c1,0
OCc1cc(NCc2ccccc2)nc(N2CCOCC2)c1,0
O=c1nc(N2CCOCC2)cc(NCc2cccc(Cl)c2Cl)[nH]1,0
C[C@H](Nc1cc(N2CCOCC2)nc(=O)[nH]1)c1cccc2ccccc12,0
N#Cc1nc(NCc2ccccc2)cc(N2CCOCC2)n1,0
O=c1cc(N2CCOCC2)nc(NCc2ccccc2)[nH]1,0
O=c1cc(N2CCOCC2)nc(NCc2cccc(Cl)c2)[nH]1,0
O=c1cc(N2CCOCC2)nc(NCc2ccccc2Cl)[nH]1,0
O=c1cc(N2CCOCC2)nc(NCc2cc(Cl)ccc2Cl)[nH]1,0
O=c1cc(N2CCOCC2)nc(NCc2cccc3ccccc23)[nH]1,0
O=c1cc(N2CCOCC2)nc(NCc2c(Cl)cccc2Cl)[nH]1,0
O=c1cc(N2CCOCC2)nc(NCc2cccc(Cl)c2Cl)[nH]1,0
CCN(CC)S(=O)(=O)c1cc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)ccc1C,1
CCN(CC)S(=O)(=O)c1cc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)ccc1Cl,1
CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4cccc(S(=O)(=O)NC)c4)n3)ccn2)cc1,1
CCN(CC)S(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)c1,1
CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(C)c(S(=O)(=O)N(C)C)c4)n3)ccn2)cc1,1
CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccn2)cc1,1
CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(C)c(S(=O)(=O)NC)c4)n3)ccn2)cc1,1
CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(Cl)c(S(=O)(=O)N(C)C)c4)n3)ccn2)cc1,1
COc1ccc(Nc2ncc(Cc3ccc(S(C)(=O)=O)cc3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(Cc3ccccc3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCS(=O)(=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCC(S(C)(=O)=O)C3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CC3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCC(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCN(S(=O)(=O)N(C)C)CC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCN(C(=O)N(C)C)CC3)cc2-c2nc(C)nc(N)n2)cn1,1
COC(=O)N1CCN(Cc2cnc(Nc3ccc(OC)nc3)c(-c3nc(C)nc(N)n3)c2)CC1,1
COc1ccc(Nc2ncc(CN3CCN(C)CC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCNCC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CC[C@@H](CO)C3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCC(O)CC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCOCC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCCCC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCCC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(CN3CCC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(-c3cnn(C)c3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(-c3ccc(C)nc3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(N3CCN(C)CC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(C3=CCOCC3)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(N3CCOCC3)cc2-c2nc(C)nc(N)n2)cn1,1
COCCNCc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc(N)n2)c1,1
COCc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc(N)n2)c1,1
COc1ccc(Nc2ncc(CO)cc2-c2nc(C)nc(N)n2)cn1,1
COc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc(N)n2)c1,1
COc1ccc(Nc2ncc(C)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(Br)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncc(Cl)cc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2nccnc2-c2cc(N)nc(C)n2)cn1,1
COc1ccc(Nc2nccnc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ncncc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2cccnc2-c2nc(C)nc(N)n2)cn1,0
COc1ccc(Nc2cnccc2-c2nc(C)nc(N)n2)cn1,1
COc1ccc(Nc2ccccc2-c2nc(C)nc(N)n2)cn1,1
Cc1cc(-c2cccnc2Nc2cccc(O)c2)nc(N)n1,0
COc1ccc(N(C)c2ncccc2-c2nc(C)nc(N)n2)cn1,0
Cc1cc(-c2cccnc2Oc2cccc3[nH]ccc23)nc(N)n1,0
Cc1nc(-c2cccnc2Nc2cccc3n[nH]cc23)c2c[nH]nc2n1,0
COc1ccc(Nc2ncccc2-c2ncnc3nc[nH]c23)cn1,0
c1cnc(Nc2cccc3n[nH]cc23)c(-c2ncnc3nc[nH]c23)c1,0
COc1ccc(Nc2ncccc2-c2nc(C)nc3nc[nH]c23)cn1,1
Cc1nc(-c2cccnc2Nc2cccc3[nH]ccc23)c2[nH]cnc2n1,1
Cc1nc(-c2cccnc2Nc2cccc3n[nH]cc23)c2[nH]cnc2n1,1
Nc1cc(-c2cccnc2Nc2cccc3[nH]ncc23)nc(C(F)(F)F)n1,0
Cc1nc(N)c(F)c(-c2cccnc2Nc2cccc3[nH]ncc23)n1,1
Cc1nc(N)cc(-c2cccnc2Nc2cccc3[nH]ncc23)n1,1
Cc1nc(N)cc(-c2cccnc2Nc2cccc(O)c2)n1,1
COc1ccc(Nc2ncccc2-c2nc(C)nc(N)n2)cn1,1
Cc1nc(N)nc(-c2cccnc2Nc2cccc3[nH]ccc23)n1,1
Cc1nc(N)nc(-c2cccnc2Nc2cccc3[nH]ncc23)n1,1
Cc1nc(N)nc(-c2cccnc2Nc2cccc(O)c2)n1,1
Cc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,1
Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,1
C[C@@H]1CN(c2cc(N(CCO)Cc3cccc4ccccc34)[nH]c(=O)n2)CCO1,0
C[C@H]1CN(c2cc(N(CCO)Cc3cccc4ccccc34)[nH]c(=O)n2)CCO1,0
CN(C)CCCN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1,0
CN(C)CCN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1,0
CC(C)(CO)CN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1,0
O=c1nc(N2CCOCC2)cc(N(Cc2cccc3ccccc23)CC(O)C(F)(F)F)[nH]1,0
CCC(O)CN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1,0
CC(O)CN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1,0
O=c1nc(N2CCOCC2)cc(N(CCCCO)Cc2cccc3ccccc23)[nH]1,0
O=c1nc(N2CCOCC2)cc(N(CCCO)Cc2cccc3ccccc23)[nH]1,0
O=c1nc(N2CCOCC2)cc(N(CCO)Cc2cccc3ccccc23)[nH]1,0
O=c1nc(N2CCOCC2)cc(N(Cc2cccc3ccccc23)C2CC2)[nH]1,0
CCN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1,0
CN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1,0
O=c1cc(-c2cn[nH]c2)nc(NCc2cccc3ccccc23)[nH]1,0
Cc1cc(-c2cc(=O)[nH]c(NCc3cccc4ccccc34)n2)ccn1,1
O=c1cc(N2CCC(O)CC2)nc(NCc2cccc3ccccc23)[nH]1,0
COC1CN(c2cc(=O)[nH]c(NCc3cccc4ccccc34)n2)C1,0
CC1CN(c2cc(=O)[nH]c(NCc3cccc4ccccc34)n2)CCO1,0
Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,1
Cc1nc2ccccc2c(N2CC(C)(C)c3ccc(N4CCOCC4)cc32)c1C,0
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ccc(N3CCOCC3)cc21,0
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ccc(-c3ccnc(N)n3)cc21,0
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,0
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ccc(-c3ccncc3)cc21,0
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,1
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ncc(-c3ccnc(N)n3)cc21,1
Cc1cc(-c2ccc3c(c2)N(c2c(C)c(-c4ccccn4)nc4cc(F)ccc24)CC3(C)C)nc(N)n1,0
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(CO)(CO)c2ccc(N3CCOCC3)cc21,0
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC2(CS(=O)(=O)C2)c2ccc(N3CCOCC3)cc21,0
CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3ccc(-c4cnco4)cn23)nc(C)n1,0
CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3ccc(-c4cnn(C(C)C)c4)cn23)nc(C)n1,0
CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3ccc(-c4cccnc4C)cn23)nc(C)n1,0
CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3ccccn23)nc(C)n1,0
CC(=O)Nc1cc(-c2c(Nc3cc[nH]n3)nc3ccccn23)nc(C)n1,1
CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3cccnn23)nc(C)n1,0
COc1cnnc(Nc2cc(-c3c(Nc4cc[nH]n4)nc4cccnn34)nc(C)n2)c1,1
Cc1nc(Nc2cnn(C3CCOC3)c2)cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,1
Cc1nc(Nc2ccc(N3CCOCC3)nn2)cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,1
Cc1nc(Nc2cccnn2)cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,1
Cc1nc(Nc2cccnc2)cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,0
Cc1nc(Nc2cnccn2)cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,1
CC(=O)Nc1cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)nc(C)n1,1
Cc1nccc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,0
CNc1cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)nc(C)n1,0
Cc1nc(N)cc(-c2c(Nc3cc[nH]n3)nc3ccccn23)n1,0
Cc1nc(N)cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,1
Cc1nc(N)nc(-c2c(Nc3ccn(C)n3)nc3ccc(-c4cncnc4)cn23)n1,1
Cc1cc(-c2ccc3nc(Nc4cc[nH]n4)c(-c4nc(C)nc(N)n4)n3c2)on1,1
Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cnn(C5CC5)c4)cn23)n1,1
Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cncn4C)cn23)n1,1
CC(=O)Nc1cccc(-c2ccc3nc(Nc4cc[nH]n4)c(-c4nc(C)nc(N)n4)n3c2)c1,1
Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cncnc4C)cn23)n1,1
Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cncnc4)cn23)n1,1
Cc1cc(-c2ccc3nc(Nc4cc[nH]n4)c(-c4nc(C)nc(N)n4)n3c2)ccn1,1
